"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
50,810938,"Williamson, Ben",50,100,0.25,0.2,0.211,0.45,0.317,0.369,0.297,5,20,92.9,25.3,1301,49.9,48.48,0,21,29,-1.3999999999999986,4.94,119,151,127,152,303,341,307,"-0.749","0.749","74.0","7.2",,21,20,3,1,0,1,0,0,1,4.8,7.5508,1.8856,0.3956,-0.0228,"94.5",225,40,5,4.761904761904762,6.82,-0.95,-0.1,2.64,0.286,1,"1.498",0.33,0.532,"-1.498",-0.047,-0.04400000000000004,-0.082,-0.052,0,"53.5",16.457844772561394,-5.167691877376603,28.799120936055182,0.8421052631578947,35.460894476910234,39.730659020539825
49,691548,"Muñoz, Rolddy",49,100,0.455,0.273,0.571,0.727,0.525,0.428,0.315,5,11,94.2,-5.9,2268,91,90.66,7,21,28,-0.29999999999999716,6.02,104,147,115,150,306,322,300,"-2.021","2.021","72.7","7.5","1.601401642",12,8,4,0,0,1,3,25,1,8.3,2.55306,0.20857,0.54583,-0.23125,"97.0",100,62.5,25,16.666666666666664,5.77,-2.3,-0.22,1.84,0.5,2,"4.124489796",0.372,0.639,"-4.124489796",0.14,0.128,0.088,0.097,33.3,"31.1",14.10931609167284,-7.852794972650355,33.12284274245949,0.2857142857142857,34.74905001878013,35.21087569746059
49,671111,"Peralta, Sammy",49,100,0.273,0.364,0.333,0.636,0.469,0.441,0.272,3,11,87.9,34.3,2229,85.4,86.63,5,20,29,1.1999999999999886,6.67,106,145,113,142,310,337,300,"-2.808","2.808","71.2","7.1","1.248057002",15,7,1,1,0,1,4,26.7,2,13.3,2.83224,0.27327,0.46265,-0.30796,"92.1",171,28.57142857142857,14.285714285714285,6.666666666666667,4.63,2.82,-0.04,2.3,0.467,1,"5.730612245",0.466,0.541,"-5.730612245",0.001,0.0010000000000000009,0.095,0.028,25,"16.1",9.987105627688775,0.09822301176345372,33.26298175886587,0.4,35.00980087143886,30.397950971821814
49,594835,"Gonzales, Marco",49,100,0.182,0.091,0.222,0.273,0.273,0.23,0.127,2,11,81.9,19.3,2063,85.5,85.72,4,22,27,0.20000000000000284,6.42,114,151,127,148,300,326,299,"0.715","-0.715","68.4","6.8","0.579023376",13,9,1,1,0,0,2,15.4,2,15.4,2.62653,0.51592,0.56959,-0.44347,"90.6",204,22.22222222222222,0,0,5.3,2.27,-0.37,2.14,0.308,0,"-1.459183673",0.262,0.217,"1.459183673",0.055,0.045999999999999985,0.056,0.043,18.2,"36.8",9.88921809272787,4.721699720547719,34.31244473071688,0.5,34.87147870031807,29.48607998335231
48,694350,"Brzykcy, Zach",48,100,0.3,0.1,0.375,0.4,0.369,0.306,0.246,3,10,91.6,1.2,2361,89.8,90.76,3,18,30,1,6.45,109,150,117,146,300,343,306,"-0.361","0.361","68.7","7.4","3.176060801",12,8,2,1,0,0,2,16.7,2,16.7,2.1625,0.65404,0.35447,-0.1217,"92.0",117,37.5,0,0,5.82,-1.08,-0.12,2.44,0.417,0,"0.752083333",0.372,0.279,"-0.752083333",0.054,0.044999999999999984,0.121,0.063,16.7,"51.6",13.062591648180438,-8.341668439799797,34.20319431352768,0.5555555555555556,35.593362064532485,31.519188493264224
48,622694,"Hernández, Elieser",52,92.3,0.1,0,0.125,0.1,0.19,0.213,0.122,1,10,87,42.9,2205,86.9,87.07,7,21,27,0.19999999999998863,6.52,121,150,125,152,307,325,301,"1.26","-1.26","73.3","7.7","3.978250778",13,8,1,0,0,0,2,15.4,3,23.1,1.94208,1.12104,0.5825,-0.57417,"92.5",141,37.5,0,0,5.21,-2.03,0.27,2.14,0.308,0,"-2.625",0.325,0.142,"2.625",-0.022,-0.017000000000000015,-0.042,-0.023,33.3,"36.1",18.75441530727829,-12.401759081144782,32.00685754185184,0.42857142857142855,39.09595323539534,39.68137191855411
47,664074,"Ponce, Cody",47,100,0.111,0.111,0.167,0.222,0.196,0.243,0.177,1,9,87.9,6.2,1999,89.8,90.13,15,29,18,0.29999999999999716,6.66,111,146,113,148,285,321,288,"0.303","-0.303","69.5","7.5","3.33889456",10,6,0,1,0,0,3,30,1,10,2.29021,0.56787,0.28809,-0.1383,"91.0",122,33.33333333333333,0,0,6.5,-2.54,0.51,1.74,0.2,0,"-0.644680851",0.259,0.277,"0.644680851",-0.066,-0.059,-0.055,-0.047,51.7,"44.1",14.053921441825759,-7.563559720487207,34.857753743904105,0.5,38.856547635513756,32.829069706614945
47,682274,"Hiraldo, Yaramil",47,100,0.375,0.75,0.25,1.125,0.647,0.516,0.293,3,8,92.7,34.2,2032,89.1,88.64,7,18,29,-0.5,6.09,110,148,120,147,298,322,298,"-3.427","3.427","72.4","7.9","2.860280949",12,6,1,0,0,2,2,16.7,4,33.3,2.08574,0.80979,0.21085,-0.14021,"94.5",232,66.66666666666666,33.33333333333333,16.666666666666664,6.23,-0.57,-0.25,1.78,0.583,2,"7.291489362",0.528,0.728,"-7.291489362",0.082,0.05499999999999994,0.397,0.131,38.9,"61.1",16.607892518060904,-20.175607238477827,30.589606117434577,0.47058823529411764,35.507127983809596,38.42000770319364
46,672442,"Cruz, Yovanny",46,100,0.071,0.071,0.125,0.143,0.132,0.205,0.147,1,14,86.8,17.9,2088,94.4,93.93,7,25,21,-0.5,6.16,119,150,125,152,299,328,283,"2.529","-2.529","67.5","7.6","5.038570903",15,8,0,1,0,0,6,40,0,0,2.09478,0.49391,0.48304,-0.0987,"90.9",153,25,0,0,6.01,-2.95,-0.05,2.42,0.133,0,"-5.497826087",0.203,0.248,"5.497826087",-0.076,-0.07,-0.105,-0.073,28,"33.1",16.159133398619236,-10.363050958787474,31.81502325347737,0.4583333333333333,36.31849671012444,33.81141526965156
45,702352,"Bivens, Spencer",45,100,0.333,0,0.5,0.333,0.337,0.25,0.204,3,9,92.9,12,1953,91.6,92.22,4,22,23,0.6000000000000085,6.58,106,150,123,147,292,312,290,"-0.154","0.154","68.1","7.2","2.927711936",10,6,3,0,0,0,3,30,1,10,2.33089,0.40933,0.48422,0.08422,"90.6",148,33.33333333333333,0,0,5.93,-2.38,0.28,2.03,0.4,0,"0.342222222",0.284,0.255,"-0.342222222",0.129,0.11600000000000005,0.078,0.087,18.2,"30.9",9.69559888859805,3.245797623658441,30.272499980153714,0.5,38.48191528018516,26.561610605862892
45,688497,"Rashi, Taylor",45,100,0.214,0.214,0.222,0.429,0.301,0.326,0.257,3,14,85.3,7,2031,85.2,85.86,13,30,15,0.7000000000000028,6.71,115,147,116,147,298,317,287,"0.546","-0.546","68.0","7.4","2.763037766",15,10,2,0,0,1,4,26.7,1,6.7,2.78289,0.39133,-0.09689,-0.21644,"91.9",148,40,10,6.666666666666667,6.41,-0.14,-0.02,2.22,0.267,1,"-1.213333333",0.306,0.444,"1.213333333",-0.043,-0.03899999999999998,-0.015,-0.025,43.3,"73.2",9.380520383398512,-0.7086793302803498,32.967982286499705,0.5666666666666667,37.03077086448948,31.18192078462384
45,664702,"Straw, Myles",45,100,0.357,0,0.357,0.357,0.343,0.297,0.279,5,14,81.3,3,1048,43.2,41.17,2,20,25,-2,3.8,120,151,128,151,294,323,296,"-0.586","0.586","72.2","7.1","2.455652178",15,14,5,0,0,0,0,0,1,6.7,11.50711,1.32644,0.14364,-0.05227,"91.1",126,28.57142857142857,0,0,7,-0.92,0.08,2.95,0.4,0,"1.302222222",0.327,0.332,"-1.302222222",0.078,0.07300000000000001,0.025,0.046,10,"54.8",17.51879311720027,-3.27490340099226,27.58094480560564,0.5789473684210527,38.10563633998412,35.714024522964245
45,700327,"Herrera, Welinton",45,100,0.222,0,0.286,0.222,0.248,0.334,0.288,2,9,94.7,16.7,2084,91.3,91.45,4,21,24,0.10000000000000853,6.2,106,148,122,148,300,327,300,"0.647","-0.647","71.2","7.1","3.519150202",10,7,2,0,0,0,2,20,1,10,1.9,0.85455,0.64089,-0.05644,"92.8",216,57.14285714285714,0,0,5.62,1.6,-0.19,2.24,0.3,0,"-1.437777778",0.36,0.387,"1.437777778",-0.066,-0.06,-0.165,-0.086,19,"39.8",8.262332355159742,1.2108022296200147,37.63167438182246,0.42857142857142855,34.37995751476505,28.817763781803695
45,660710,"Durán, Rodolfo",45,100,0.5,0.444,0.438,0.944,0.618,0.332,0.258,9,18,89.3,21.9,1695,68.5,66.34,2,27,18,-2.200000000000003,4.54,123,151,128,151,306,332,305,"-5.148","5.148","70.6","7.2","3.099146814",19,18,5,2,0,2,0,0,1,5.3,4.41067,1.16778,0.87622,0.27489,"92.2",191,33.33333333333333,16.666666666666664,15.789473684210526,5.33,-2.06,-0.18,2.39,0.526,3,"11.44",0.297,0.475,"-11.44",0.242,0.22900000000000004,0.469,0.286,7.4,"19.0",13.68304214106234,-5.372092160950622,31.249697831110776,0.5555555555555556,35.58017641547135,35.465126021880764
45,686894,"Wiemer, Joey",45,100,0.583,0.333,0.5,0.917,0.617,0.473,0.423,7,12,90.6,25.9,1711,68.2,66.55,0,18,27,-1.7000000000000028,4.98,112,149,123,149,299,327,297,"-3.602","3.602","72.5","7.0",,16,13,5,1,0,1,0,0,2,12.5,4.75535,1.21256,0.47209,0.13581,"91.7",205,30.76923076923077,7.6923076923076925,6.25,6.43,-1.53,0.21,2.81,0.625,1,"8.004444444",0.505,0.632,"-8.004444444",0.16,0.12,0.285,0.144,0,"38.2",10.356773779309329,-0.8271184757463299,28.812144840508953,0.5882352941176471,37.50586656968309,32.77786121262112
45,700413,"Uberstine, Tyler",45,100,0.3,0.4,0.286,0.7,0.444,0.378,0.274,3,10,87.4,23,2351,87.7,87.9,8,26,19,0.20000000000000284,6.34,108,150,122,146,280,320,290,"-0.944","0.944","69.6","7.4","1.481474149",11,8,1,1,0,1,2,18.2,1,9.1,2.37267,0.62455,0.33489,-0.18022,"90.5",183,37.5,12.5,9.090909090909092,5.12,-1.75,0.04,2.29,0.364,1,"2.097777778",0.34,0.551,"-2.097777778",0.026,0.023999999999999966,0.149,0.066,30.8,"18.9",9.719236156583072,-1.7503565805736239,31.520894599214458,0.68,38.791176183623094,29.778063994514724
45,624428,"Frazier, Adam",45,100,0.583,0.333,0.545,0.917,0.653,0.465,0.419,7,12,80.2,7.8,1649,63.6,61.97,0,17,28,-1.6000000000000014,4.79,122,149,131,152,300,329,303,"-3.469","3.469","68.3","6.8",,14,12,5,1,0,1,0,0,2,14.3,5.30933,0.99333,0.51378,-0.232,"90.8",133,33.33333333333333,0,0,6.47,-2.02,0.03,2.28,0.643,0,"7.708888889",0.502,0.559,"-7.708888889",0.164,0.14100000000000001,0.358,0.188,0,"45.7",8.191539330293478,0.0005344528226379208,29.375819782690105,0.35294117647058826,35.04166143186393,32.5604822676626
44,671131,"Rutledge, Jackson",44,100,0.6,0.3,0.75,0.9,0.65,0.418,0.315,6,10,85.1,3.3,1960,89,89.53,8,23,21,0.5,6.51,110,144,115,149,319,325,300,"-3.074","3.074","74.0","7.4","2.673551254",12,8,4,1,1,0,2,16.7,2,16.7,2.27795,0.60159,0.52273,-0.29182,"92.3",91,37.5,12.5,8.333333333333332,6.13,-1.4,0.41,1.89,0.667,1,"6.986363636",0.429,0.527,"-6.986363636",0.285,0.23800000000000004,0.373,0.232,34.8,"41.2",13.083768321656148,-5.327543419522663,32.93318701889789,0.43478260869565216,34.75488890293941,34.69911299695507
44,700270,"Díaz, Yilber",44,100,0.778,0.667,0.75,1.444,0.914,0.692,0.542,7,9,94.5,24.7,2407,91.6,90.54,4,19,25,-1.0999999999999943,5.8,108,147,124,149,294,325,297,"-4.734","4.734","70.9","7.3","5.396555829",10,9,4,1,1,1,0,0,1,10,1.96182,0.81045,0.42488,-0.04209,"92.8",202,44.44444444444444,22.22222222222222,20,5.9,-1.05,0.42,2.05,0.8,2,"10.759090909",0.588,1.097,"-10.759090909",0.236,0.21200000000000008,0.347,0.222,21.1,"46.9",9.6254507218854,-3.415803208981816,31.236431336859162,0.5263157894736842,38.4038878112298,30.934265075244117
43,592826,"Velasquez, Vince",43,100,0.091,0.091,0.1,0.182,0.114,0.154,0.151,1,11,85.8,30.8,2446,89.2,89.62,3,21,22,0.3999999999999915,6.54,117,152,123,153,300,318,297,"2.069","-2.069","69.6","7.6","2.752412124",11,10,0,1,0,0,1,9.1,0,0,2.02093,0.86465,0.04907,-0.04581,"90.4",160,30,0,0,5.55,-2.15,0.25,2.01,0.091,0,"-4.811627907",0.151,0.199,"4.811627907",-0.06,-0.06,-0.017,-0.04,14.3,"44.4",11.957326549497456,-5.242123585569569,34.03591177687705,0.6666666666666666,39.3446903246112,33.17749649640683
43,668670,"Rogers, Jake",43,100,0.3,0.1,0.429,0.4,0.372,0.337,0.272,3,10,85.1,17.1,1454,62.8,60.75,2,13,30,-2,4.44,120,152,128,150,297,327,299,"-0.133","0.133","71.8","7.1","0.35172549",12,7,2,1,0,0,3,25,1,8.3,5.18465,1.3707,0.18674,0.11791,"93.5",144,28.57142857142857,0,0,6.2,-1.73,-0.51,2.55,0.417,0,"0.309302326",0.393,0.333,"-0.309302326",0.028,0.023999999999999966,0.067,0.035,15.4,"34.7",11.216448780377595,-4.292093386670926,30.672684152286934,0.46153846153846156,35.62710986707294,33.460529482945326
43,681084,"Andrews, Tanner",43,100,0.111,0,0.125,0.111,0.208,0.273,0.135,1,9,80.1,6.5,1625,89.2,89.07,4,18,25,-0.10000000000000853,6.22,111,148,121,153,293,318,287,"1.02","-1.02","69.2","7.1","5.526813714",11,8,1,0,0,0,1,9.1,2,18.2,2.26698,0.62047,0.66256,-0.32767,"89.8",113,25,12.5,9.090909090909092,6.3,-2.09,-0.4,2.52,0.273,1,"-2.372093023",0.292,0.289,"2.372093023",-0.024,-0.01899999999999996,-0.178,-0.065,22.2,"45.8",12.901830287188966,-6.927219065220704,26.321172926212427,0.3333333333333333,34.709502992061445,33.96591528571192
43,693713,"Teodo, Emiliano",43,100,0.375,0.125,0.429,0.5,0.443,0.38,0.287,3,8,91.5,16.4,2339,96.3,95.9,4,20,23,-0.3999999999999915,5.89,118,146,116,150,304,329,306,"-1.083","1.083","71.7","7.5","3.960036132",10,7,2,1,0,0,1,10,2,20,2.01279,0.44023,0.93,-0.33419,"92.0",145,42.857142857142854,0,0,5.6,-0.95,-0.05,2.34,0.5,0,"2.518604651",0.43,0.413,"-2.518604651",0.088,0.07,0.087,0.063,20,"39.8",11.303122299590793,-5.403688635524439,29.1423126359848,0.5789473684210527,35.30382824079976,33.54830499562428
43,687985,"White, Josh",43,100,0.333,1,0,1.333,0.695,0.693,0.34,1,3,94.8,35,2054,90,90.59,1,12,31,0.5999999999999943,6.57,120,152,116,150,304,334,302,"-2.111","2.111","69.7","6.6",,8,2,0,0,0,1,1,12.5,4,50,2.06767,0.76233,0.09634,0.04951,"90.6",233,50,50,12.5,6.32,-0.54,0.07,2.64,0.75,1,"4.909302326",0.752,1.342,"-4.909302326",-0.007,-0.0020000000000000018,-0.009,0.002,8.3,"58.8",0.5053566229949017,11.709422980292738,31.959932761881777,0.25,35.33090106269372,20.963475281096308
42,656240,"Blewett, Scott",42,100,0.143,0.143,0.2,0.286,0.295,0.241,0.118,1,7,85.2,30.6,2105,89.6,90.9,5,16,26,1.3000000000000114,7.13,111,151,116,147,314,320,296,"0.309","-0.309","72.5","7.8","7.38130596",9,5,0,1,0,0,2,22.2,2,22.2,2.4069,0.46595,0.315,0.27214,"92.7",74,20,0,0,6.15,-1.71,0.26,2.11,0.333,0,"-0.735714286",0.314,0.135,"0.735714286",0.025,0.019000000000000017,0.151,0.054,31.3,"47.9",13.164758804444986,-13.642224668800448,35.36345749581465,0.35714285714285715,35.789542058578725,36.06053900897753
41,642215,"Wilson, Weston",41,100,0.462,0.462,0.364,0.923,0.587,0.51,0.432,6,13,86,20.8,1458,51.5,49.23,0,17,24,-2.299999999999997,4.27,118,152,129,148,309,328,294,"-2.64","2.64","71.9","7.4",,13,13,4,0,0,2,0,0,0,0,7.58359,1.62256,0.29564,-0.04026,"92.0",205,30.76923076923077,7.6923076923076925,7.6923076923076925,6.4,-1.48,-0.04,2.76,0.462,1,"6.43902439",0.432,0.764,"-6.43902439",0.03,0.030000000000000027,0.159,0.077,0,"25.7",14.858974812251619,-10.532210157279696,27.894104318351552,0.7333333333333333,38.31063089161346,40.51791910893438
41,622761,"Mateo, Jorge",41,100,0.455,0,0.5,0.455,0.429,0.387,0.38,5,11,85.5,27.3,1589,65.6,62.79,1,19,22,-2.799999999999997,3.8,118,150,128,149,305,324,295,"-0.993","0.993","71.7","7.0","0.458346408",12,10,5,0,0,0,1,8.3,1,8.3,4.60976,1.28488,0.85125,0.18925,"90.5",184,20,0,0,6.48,-1.76,-0.3,2.45,0.5,0,"2.42195122",0.432,0.442,"-2.42195122",0.075,0.068,0.013,0.042,5.3,"33.3",11.406988792449082,0.01610097015146761,32.76151835638317,0.5263157894736842,35.05829087348072,31.07252108463618
41,680689,"Richardson, Lyon",41,100,0.286,0.857,0,1.143,0.621,0.649,0.308,2,7,92.6,39,2166,91.1,90.15,4,12,29,-1,5.81,114,148,115,148,289,321,294,"-3.616","3.616","72.2","7.8","2.162487336",10,4,0,0,0,2,3,30,2,20,2.29122,0.49,1.15,-0.26073,"93.5",238,66.66666666666666,66.66666666666666,20,5.32,-1.38,0,2.23,0.5,2,"8.819512195",0.539,1.208,"-8.819512195",-0.022,-0.039000000000000035,-0.065,-0.028,33.3,"28.6",15.378784976784054,-9.879923104635136,32.91164267783583,0.16666666666666666,40.92710381173731,34.234492091043336
